Gender,Annual Income,Company,Model,Transmission,Color,Price ($)
Male,3130000,Honda,Passport,Manual,Black,22000
Male,1660000,Chevrolet,Cavalier,Manual,Pale White,14001
Male,1181000,Ford,Taurus,Manual,Black,43101
Female,765000,Dodge,Caravan,Auto,Pale White,38000
Male,930000,Honda,Accord,Auto,Pale White,19000
Male,900000,Honda,Civic,Manual,Black,43000
Male,602500,Jaguar,S-Type,Auto,Black,16500
Male,1790000,Chrysler,Concorde,Auto,Pale White,46000
Male,935000,Mercury,Cougar,Auto,Black,33000
Male,1051000,Ford,Ranger,Manual,Black,25100
Female,730000,Dodge,Viper,Auto,Red,41000
Male,861000,Mitsubishi,Eclipse,Auto,Black,27000
Male,13500,Subaru,Forester,Auto,Black,22000
Male,810000,Cadillac,Escalade,Auto,Pale White,38001
Male,350000,Chevrolet,Corvette,Auto,Red,45001
Male,13500,BMW,323i,Manual,Red,21001
Female,735000,Chevrolet,Lumina,Manual,Black,42001
Male,13500,Pontiac,Grand Am,Auto,Red,19001
Male,1555000,Dodge,Durango,Auto,Red,22501
Female,530000,Volvo,V70,Auto,Black,39001
Male,606000,Mercedes-B,SL-Class,Manual,Black,38000
Female,610000,Mercury,Grand Marquis,Manual,Pale White,16001
Male,520000,Volkswagen,Jetta,Manual,Red,24001
Male,652000,Jaguar,S-Type,Manual,Pale White,20001
Female,748000,Honda,CR-V,Auto,Pale White,22001
Male,13500,Dodge,Ram Pickup,Auto,Pale White,45000
Female,13500,Volkswagen,Passat,Manual,Pale White,27001
Female,1230000,Dodge,Viper,Manual,Black,26001
Male,1400000,Chevrolet,Malibu,Manual,Pale White,57000
Male,633000,Nissan,Pathfinder,Auto,Red,31000
Male,1185000,Chrysler,LHS,Auto,Black,26501
Male,13500,Infiniti,I30,Auto,Black,49000
Male,752000,Acura,RL,Manual,Red,17000
Male,920000,Toyota,Sienna,Manual,Black,12000
Male,13500,Volvo,S40,Auto,Pale White,42000
Male,1074000,Mitsubishi,Diamante,Auto,Pale White,21400
Female,630000,Volvo,V70,Auto,Black,39000
Male,423000,Nissan,Quest,Manual,Black,19000
Male,13500,Chrysler,300M,Auto,Red,16001
Female,13500,Oldsmobile,Aurora,Manual,Red,71001
Male,1460000,Saab,3-Sep,Auto,Black,26001
Male,1620000,Toyota,Land Cruiser,Auto,Black,21001
Male,1462000,Subaru,Forester,Auto,Black,22200
Male,13500,Lexus,LS400,Manual,Black,69000
Female,908000,Chevrolet,Malibu,Manual,Red,24000
Male,13500,Chevrolet,Cavalier,Manual,Red,20001
Male,13500,Mercedes-B,CL500,Manual,Pale White,22001
Male,2123000,Volkswagen,Jetta,Manual,Pale White,27301
Male,2800000,Volkswagen,Passat,Auto,Black,9001
Male,13500,Volkswagen,Passat,Manual,Pale White,27001
Female,500000,Porsche,Carrera Cabrio,Manual,Black,22001
Female,350000,Lexus,GS400,Manual,Black,53001
Male,451000,Chevrolet,Monte Carlo,Auto,Red,21001
Male,591500,Porsche,Carrera Coupe,Manual,Black,16500
Female,539000,Chrysler,LHS,Manual,Black,51001
Female,13500,Cadillac,Eldorado,Manual,Black,29001
Male,1640000,Chevrolet,Monte Carlo,Manual,Red,17001
Male,770000,Saturn,SL,Auto,Red,22001
Male,1010000,Chevrolet,Malibu,Manual,Pale White,41001
Male,1100000,Volvo,C70,Manual,Red,82001
Female,13500,Toyota,Sienna,Manual,Red,19001
Male,717000,Chrysler,LHS,Auto,Black,26001
Male,426000,BMW,528i,Manual,Red,29001
Male,1103000,Cadillac,DeVille,Auto,Red,69301
Male,720000,Dodge,Ram Pickup,Auto,Pale White,45001
Female,790000,BMW,328i,Auto,Black,16001
Male,13500,Ford,Crown Victoria,Auto,Red,29001
Male,415000,Chrysler,LHS,Auto,Black,26000
Male,519000,Honda,Accord,Manual,Black,43000
Male,3270000,Nissan,Maxima,Manual,Pale White,54000
Male,13500,Dodge,Durango,Auto,Red,22000
Male,530000,Mercury,Grand Marquis,Manual,Red,71000
Male,1500000,Chevrolet,Camaro,Auto,Pale White,17000
Male,13500,Saturn,SC,Auto,Black,33000
Male,485000,Volvo,C70,Manual,Pale White,24000
Male,2400000,Honda,Odyssey,Manual,Pale White,27000
Male,421200,Buick,Century,Auto,Pale White,17200
Female,1450000,Chrysler,Sebring Coupe,Manual,Pale White,26000
Male,13500,Infiniti,I30,Auto,Pale White,51000
Male,875500,Hyundai,Accent,Manual,Black,18500
Female,950000,Cadillac,Eldorado,Auto,Red,31000
Male,1400000,Toyota,Land Cruiser,Auto,Red,33000
Male,1457500,Honda,Accord,Auto,Pale White,21750
Female,840000,Dodge,Ram Van,Auto,Pale White,12001
Male,13500,Volkswagen,Jetta,Auto,Red,22000
Male,2305000,Chrysler,300M,Auto,Red,16500
Female,13500,Pontiac,Sunfire,Manual,Pale White,28000
Male,13500,Jeep,Grand Cherokee,Manual,Red,21000
Male,1700000,Cadillac,Eldorado,Auto,Black,60000
Male,2500000,Mercedes-B,SLK,Auto,Red,19000
Male,370000,Mitsubishi,3000GT,Manual,Black,18000
Male,1560000,Saturn,LW,Manual,Red,49001
Male,13500,Jaguar,S-Type,Manual,Pale White,20001
Female,550000,Toyota,Sienna,Manual,Black,27001
Male,1200000,Volkswagen,Cabrio,Auto,Black,16001
Male,1200000,Buick,Park Avenue,Manual,Pale White,23001
Male,815000,BMW,528i,Manual,Black,21001
Male,740000,Saab,3-Sep,Auto,Red,69001
Female,630000,Ford,Crown Victoria,Manual,Black,26001
Male,2176000,Saturn,SL,Auto,Red,20601
Female,13500,Ford,Taurus,Auto,Black,1200
Female,800000,BMW,323i,Auto,Black,9001
Male,1100000,Nissan,Altima,Auto,Pale White,20001
Female,680000,Ford,Explorer,Auto,Pale White,4200
Male,13500,Pontiac,Sunfire,Manual,Pale White,28001
Male,1940000,Lexus,GS400,Auto,Black,12001
Male,1200000,Chevrolet,Metro,Auto,Pale White,19000
Male,1276000,Jaguar,S-Type,Manual,Pale White,20600
Male,800000,Chrysler,Cirrus,Auto,Red,12000
Male,1335000,Ford,Expedition,Manual,Red,22500
Female,646000,Mitsubishi,Eclipse,Manual,Pale White,12000
Female,576000,Mitsubishi,Montero Sport,Manual,Pale White,12000
Male,13500,Volkswagen,Jetta,Auto,Red,19000
Male,2600000,Toyota,4Runner,Manual,Black,25000
Female,490000,Ford,Focus,Manual,Red,17000
Female,390000,Pontiac,Bonneville,Manual,Black,36000
Male,1705000,Mercedes-B,C-Class,Manual,Pale White,12500
Female,1271000,BMW,323i,Manual,Red,21100
Male,1610000,Mercedes-B,C-Class,Manual,Pale White,17000
Male,600000,Nissan,Pathfinder,Auto,Red,21000
Male,1150000,Chrysler,Sebring Coupe,Manual,Pale White,26000
Male,1600000,Ford,Mustang,Auto,Pale White,22001
Male,2001000,Lincoln,Continental,Manual,Black,42101
Male,1915000,Oldsmobile,Bravada,Auto,Red,19500
Female,835000,Volkswagen,Beetle,Auto,Red,45000
Female,1320000,BMW,528i,Auto,Pale White,62000
Female,830000,Oldsmobile,Bravada,Manual,Black,36000
Male,695000,Saab,5-Sep,Manual,Pale White,28001
Male,1266000,Honda,Passport,Manual,Pale White,27601
Female,598000,Toyota,Sienna,Manual,Black,12001
Female,473000,Mitsubishi,3000GT,Manual,Pale White,21001
Male,870000,BMW,328i,Manual,Red,21001
Male,620000,Ford,Focus,Manual,Black,49001
Female,13500,Cadillac,Eldorado,Manual,Black,85001
Male,13500,Pontiac,Bonneville,Manual,Black,36001
Male,13500,Saturn,LS,Manual,Pale White,14001
Female,1050000,Dodge,Viper,Auto,Red,23001
Male,746000,BMW,528i,Manual,Black,21000
Male,480000,Dodge,Ram Pickup,Manual,Black,19000
Male,1000000,Nissan,Pathfinder,Auto,Pale White,75000
Male,1320000,Audi,A6,Auto,Black,14000
Male,896000,Oldsmobile,Cutlass,Auto,Red,41001
Male,1450000,Chevrolet,Corvette,Auto,Red,45001
Male,1135000,Ford,Expedition,Manual,Red,22500
Male,13500,Dodge,Ram Van,Auto,Pale White,18000
Female,13500,Honda,Passport,Manual,Pale White,27000
Female,515000,BMW,528i,Auto,Pale White,62001
Female,915000,Volvo,S80,Manual,Red,25001
Male,2102000,Volkswagen,Passat,Auto,Pale White,31201
Female,672000,Ford,Ranger,Manual,Black,18000
Male,1955000,Mercedes-B,S-Class,Auto,Red,1450
Male,1501000,Mercedes-B,C-Class,Manual,Pale White,12101
Male,1160000,Nissan,Altima,Auto,Pale White,20000
Male,1365000,Toyota,Celica,Manual,Pale White,14500
Male,1250000,Saturn,LS,Auto,Pale White,51000
Male,898000,Chevrolet,Impala,Manual,Red,22001
Male,1515000,Volkswagen,Cabrio,Manual,Red,25501
Male,2980000,Dodge,Dakota,Manual,Red,12001
Female,13500,BMW,528i,Manual,Black,21000
Male,1240000,Acura,TL,Auto,Black,23000
Male,1120000,Chevrolet,Corvette,Auto,Red,45000
Male,1640000,Mercury,Cougar,Manual,Red,22001
Male,480000,Mercedes-B,SLK,Auto,Pale White,36001
Male,550055,Dodge,Caravan,Auto,Black,23051
Male,13500,Lincoln,Town car,Manual,Black,1700
Male,13500,Dodge,Caravan,Auto,Red,19000
Male,887000,Honda,Accord,Auto,Pale White,19001
Female,750000,Volkswagen,Passat,Auto,Red,13001
Male,1384000,Dodge,Ram Pickup,Manual,Pale White,20400
Male,705000,Nissan,Pathfinder,Manual,Pale White,16000
Female,13500,Pontiac,Bonneville,Auto,Red,19001
Female,668000,Chevrolet,Corvette,Auto,Pale White,25001
Male,831500,Buick,Regal,Auto,Black,19501
Male,780000,Ford,Explorer,Auto,Black,22001
Male,13500,Mercedes-B,CL500,Manual,Black,2200
Male,13500,Chevrolet,Cavalier,Manual,Pale White,20001
Male,881000,Dodge,Caravan,Auto,Pale White,38000
Male,13500,Volkswagen,Passat,Auto,Black,21001
Female,640000,Chevrolet,Prizm,Manual,Black,27000
Male,2040000,Ford,Expedition,Manual,Black,18001
Male,11200000,Oldsmobile,Bravada,Auto,Black,26001
Male,3820000,Mitsubishi,Diamante,Manual,Red,19001
Female,13500,Mercedes-B,E-Class,Auto,Pale White,31000
Male,1775000,Pontiac,Grand Am,Auto,Red,19500
Male,955000,Saturn,LW,Manual,Pale White,13000
Male,678500,Mercedes-B,M-Class,Auto,Black,18500
Male,13500,Volkswagen,Passat,Auto,Pale White,32000
Male,665000,Volvo,S40,Auto,Red,29000
Male,1665000,Mercedes-B,CL500,Manual,Black,22500
Male,13500,Dodge,Viper,Auto,Red,23000
Male,13500,Mitsubishi,Galant,Auto,Pale White,36000
Male,1915000,Pontiac,Bonneville,Auto,Red,19500
Male,680000,Nissan,Pathfinder,Auto,Red,21000
Male,1610000,Nissan,Quest,Manual,Black,19000
Male,720000,Infiniti,I30,Manual,Red,22000
Male,950000,Oldsmobile,Silhouette,Auto,Red,12000
Male,962000,Toyota,RAV4,Manual,Pale White,22000
Male,855000,Dodge,Durango,Auto,Pale White,10000
Male,490000,Lincoln,Continental,Manual,Black,42000
Male,527000,Mitsubishi,Diamante,Auto,Black,18000
Male,13500,Chrysler,300M,Auto,Black,26000
Female,1405000,Ford,Explorer,Auto,Pale White,42500
Female,1150000,Lexus,ES300,Manual,Black,34000
Male,859000,Volkswagen,Beetle,Manual,Red,21000
Female,1025000,Subaru,Forester,Manual,Red,17500
Male,500000,Chrysler,Sebring Coupe,Auto,Red,19000
Male,1100000,Chevrolet,Monte Carlo,Manual,Pale White,26000
Male,13500,Plymouth,Voyager,Manual,Red,20000
Male,800000,Saab,5-Sep,Manual,Pale White,28000
Male,3325000,Honda,Civic,Manual,Black,43500
Male,691000,BMW,528i,Manual,Red,25000
Male,450000,Oldsmobile,Silhouette,Auto,Red,12000
Female,910000,Lexus,LS400,Auto,Black,39000
Male,738000,Cadillac,Eldorado,Auto,Black,60000
Male,1140000,Toyota,RAV4,Auto,Pale White,27000
Female,1350000,Mercury,Villager,Auto,Pale White,36000
Male,500000,Jaguar,S-Type,Manual,Pale White,20000
Male,1460000,Mercedes-B,SLK,Manual,Pale White,17000
Male,13500,Mitsubishi,Montero Sport,Auto,Pale White,53000
Male,1625000,Oldsmobile,Bravada,Manual,Black,18500
Female,695000,Ford,Mustang,Manual,Red,43000
Male,13500,Cadillac,Escalade,Auto,Black,26000
Male,13500,Infiniti,I30,Auto,Red,15000
Male,1500000,Mercedes-B,SLK230,Manual,Red,71000
Male,650000,Dodge,Ram Pickup,Manual,Pale White,16000
Female,13500,Cadillac,DeVille,Auto,Red,22000
Male,902000,Subaru,Forester,Auto,Black,22000
Male,13500,Mitsubishi,Diamante,Auto,Pale White,21000
Male,707500,Buick,Park Avenue,Auto,Red,12500
Male,13500,Acura,TL,Manual,Pale White,14000
Male,835000,Chevrolet,Monte Carlo,Auto,Red,20000
Female,560000,Chrysler,300M,Auto,Black,26000
Male,13500,BMW,528i,Manual,Pale White,14001
Female,13500,Honda,Accord,Manual,Red,14001
Male,13500,Mercury,Cougar,Manual,Pale White,28001
Female,13500,Chrysler,Concorde,Auto,Pale White,46000
Male,1286000,Infiniti,I30,Auto,Pale White,51600
Male,780000,Dodge,Avenger,Auto,Red,22001
Male,13500,Volkswagen,Jetta,Manual,Pale White,45001
Male,720000,Dodge,Viper,Auto,Red,31001
Male,748000,Mitsubishi,Galant,Auto,Pale White,42001
Male,418000,Toyota,Tacoma,Manual,Pale White,24000
Male,740000,Mitsubishi,3000GT,Manual,Pale White,21001
Male,800000,BMW,328i,Manual,Black,69001
Male,3075000,Chevrolet,Monte Carlo,Auto,Red,20501
Male,13500,Honda,Accord,Auto,Pale White,19001
Male,461000,Lincoln,Continental,Manual,Black,18001
Female,620000,Plymouth,Voyager,Manual,Red,20001
Male,13500,Ford,F-Series,Manual,Red,13001
Male,652000,Toyota,Sienna,Manual,Red,19001
Female,351500,Acura,Integra,Auto,Black,45501
Male,675000,Mercury,Grand Marquis,Manual,Black,49001
Male,682000,Chevrolet,Metro,Auto,Pale White,19001
Male,652000,Ford,Escort,Manual,Black,12001
Male,13500,Mercedes-B,SLK,Manual,Pale White,17001
Male,366000,Ford,Focus,Manual,Red,17000
Male,13500,Oldsmobile,Cutlass,Manual,Pale White,41001
Male,1950000,BMW,528i,Manual,Pale White,14001
Male,1740000,Dodge,Caravan,Auto,Pale White,38000
Male,1850000,Lincoln,Continental,Manual,Black,42001
Female,1562500,Plymouth,Voyager,Manual,Red,20251
Male,631500,Toyota,Celica,Auto,Pale White,25500
Male,716500,Oldsmobile,Silhouette,Manual,Red,25500
Male,541000,Toyota,Celica,Manual,Pale White,14000
Male,570000,Chevrolet,Camaro,Auto,Black,41000
Male,13500,Ford,Taurus,Manual,Red,22000
Male,13500,Oldsmobile,Aurora,Manual,Red,34000
Male,680000,Subaru,Forester,Manual,Red,17000
Male,13500,Mitsubishi,3000GT,Auto,Black,39000
Male,2800000,BMW,528i,Auto,Black,31000
Male,980000,Volkswagen,Golf,Manual,Pale White,17000
Male,13500,Chrysler,300M,Auto,Pale White,22001
Female,2410000,Volkswagen,Passat,Manual,Pale White,27001
Male,915500,Volkswagen,Passat,Auto,Red,13501
Male,1740000,Cadillac,Eldorado,Auto,Pale White,17001
Female,1675000,Cadillac,Eldorado,Auto,Black,60501
Male,13500,Dodge,Ram Van,Auto,Red,31001
Female,1700000,Cadillac,Eldorado,Manual,Red,37001
Male,1580000,Ford,Crown Victoria,Manual,Pale White,20001
Male,13500,BMW,328i,Manual,Black,69000
Female,13500,Nissan,Pathfinder,Auto,Pale White,46000
Male,820000,Toyota,4Runner,Auto,Black,26000
Male,691000,Chevrolet,Corvette,Auto,Red,35001
Female,985000,Dodge,Ram Van,Auto,Red,19001
Male,13500,Ford,Focus,Manual,Red,17000
Male,950000,Chevrolet,Prizm,Auto,Red,15000
Male,1506000,Lexus,LS400,Manual,Red,13601
Male,2270000,Chevrolet,Malibu,Auto,Pale White,25001
Male,665000,Mercedes-B,SLK230,Manual,Pale White,14001
Male,2100000,Hyundai,Sonata,Manual,Red,21001
Male,13500,Oldsmobile,Cutlass,Auto,Pale White,46001
Male,3600000,Chrysler,LHS,Manual,Black,51001
Male,1500000,Audi,A6,Manual,Pale White,13001
Male,13500,Chrysler,Sebring Coupe,Manual,Red,21001
Male,2050000,Ford,Mustang,Auto,Red,31001
Male,795000,Volkswagen,Passat,Manual,Pale White,12001
Male,2000000,Chrysler,LHS,Auto,Black,26001
Male,13500,Lexus,LX470,Auto,Black,22001
Male,1670000,Mitsubishi,3000GT,Auto,Red,19001
Male,13500,Mercury,Cougar,Auto,Black,33000
Male,787500,Chevrolet,Lumina,Manual,Black,42500
Male,1100000,Infiniti,I30,Auto,Black,21000
Female,1330000,Audi,A6,Manual,Pale White,13000
Male,770000,Cadillac,Eldorado,Manual,Black,85000
Male,13500,Pontiac,Sunfire,Manual,Red,43000
Male,13500,Buick,Regal,Manual,Red,43000
Male,711000,Audi,A6,Manual,Black,25000
Male,13500,Lexus,ES300,Auto,Pale White,27000
Male,461500,Acura,RL,Auto,Black,24500
Male,1202000,Honda,Passport,Auto,Black,26200
Male,1800000,Volvo,S40,Manual,Black,36000
Female,13500,Lincoln,Navigator,Auto,Black,19000
Female,1105000,Nissan,Frontier,Auto,Pale White,18500
Female,1200000,Ford,Contour,Auto,Pale White,62000
Male,13500,Mercedes-B,S-Class,Auto,Black,39000
Male,13500,Volkswagen,Beetle,Manual,Red,21000
Male,2160000,Chevrolet,Corvette,Auto,Pale White,46000
Female,1050000,Toyota,RAV4,Manual,Pale White,22000
Male,810000,Mercury,Mountaineer,Manual,Red,21000
Male,13500,Oldsmobile,Aurora,Manual,Red,34000
Male,480000,Chrysler,Sebring Coupe,Auto,Pale White,46000
Male,13500,Volvo,C70,Manual,Black,17000
Male,1420000,Volvo,C70,Auto,Black,12000
Male,720000,Mercedes-B,SL-Class,Manual,Black,38000
Male,600000,Porsche,Carrera Coupe,Manual,Black,16000
Male,2960000,Ford,F-Series,Manual,Pale White,14000
Male,13500,Jaguar,S-Type,Manual,Red,45000
Female,13500,Chevrolet,Malibu,Manual,Pale White,41000
Male,13500,Volvo,S40,Manual,Black,36000
Female,1300000,Dodge,Ram Pickup,Manual,Pale White,20001
Male,1720000,Dodge,Ram Van,Auto,Red,31001
Male,1180000,Buick,Regal,Manual,Red,43001
Male,1260000,Dodge,Avenger,Auto,Red,39001
Male,13500,Mitsubishi,Montero Sport,Auto,Pale White,53001
Female,520000,Chevrolet,Prizm,Manual,Pale White,21001
Female,290000,Nissan,Xterra,Auto,Black,26001
Female,820000,Mercury,Sable,Manual,Red,61001
Female,6400000,Nissan,Quest,Auto,Pale White,32001
Male,13500,Buick,Regal,Manual,Red,43001
Male,2200000,Ford,Taurus,Manual,Black,4300
Male,2710000,Chrysler,300M,Auto,Red,16001
Male,871000,Subaru,Forester,Auto,Black,22000
Male,2220000,Saturn,SW,Auto,Red,25001
Female,1050000,Chevrolet,Cavalier,Manual,Pale White,20001
Male,13500,Dodge,Ram Pickup,Manual,Pale White,16000
Female,760000,Buick,Regal,Auto,Black,19000
Female,1900000,Oldsmobile,Intrigue,Manual,Red,37000
Male,1720000,Mercedes-B,SLK,Manual,Pale White,17000
Male,1300000,Buick,Park Avenue,Manual,Black,29000
Female,1880000,Plymouth,Prowler,Auto,Red,15000
Male,1800000,Toyota,Camry,Auto,Red,31000
Male,2439500,Buick,Park Avenue,Manual,Pale White,23950
Male,2250000,Ford,Crown Victoria,Auto,Red,29000
Female,1200000,Mercedes-B,C-Class,Manual,Pale White,17000
Male,1750000,Oldsmobile,Aurora,Auto,Red,24000
Male,13500,Mercedes-B,C-Class,Auto,Black,14000
Male,300000,Volkswagen,Cabrio,Manual,Red,25000
Male,1100000,Mitsubishi,3000GT,Manual,Red,20000
Male,373000,Mercury,Villager,Auto,Black,16000
Female,13500,Volkswagen,Passat,Manual,Pale White,27001
Male,13500,Infiniti,I30,Auto,Black,49001
Male,13500,Audi,A6,Manual,Pale White,13001
Male,13500,Oldsmobile,Intrigue,Auto,Pale White,45001
Male,160000,Jeep,Grand Cherokee,Manual,Red,21001
Female,13500,Acura,TL,Auto,Red,24001
Female,1355000,Mitsubishi,Diamante,Manual,Black,22501
Male,570000,Jeep,Cherokee,Auto,Red,14001
Female,13500,Ford,Explorer,Auto,Red,41001
Male,640000,Chevrolet,Cavalier,Manual,Red,20001
Female,13500,Ford,Windstar,Auto,Pale White,19001
Male,841000,Mercury,Grand Marquis,Manual,Pale White,16001
Male,13500,Saturn,LW,Manual,Red,49001
Male,1756000,Chevrolet,Prizm,Manual,Red,21600
Male,790000,Pontiac,Sunfire,Manual,Red,43001
Male,1125000,Plymouth,Breeze,Auto,Pale White,22500
Male,13500,Chrysler,Concorde,Auto,Pale White,46001
Male,770000,Oldsmobile,Silhouette,Manual,Pale White,14001
Male,13500,Acura,TL,Auto,Red,29001
Male,1080000,Mercury,Grand Marquis,Manual,Red,71001
Male,675000,Lexus,GS300,Manual,Red,17001
Female,750000,Chrysler,300M,Auto,Pale White,22001
Male,885000,Mitsubishi,Montero Sport,Auto,Red,39000
Female,570000,Oldsmobile,Bravada,Auto,Red,19001
Male,775100,Toyota,RAV4,Auto,Pale White,27101
Male,860000,Chevrolet,Camaro,Auto,Red,24001
Female,2315000,Porsche,Carrera Cabrio,Auto,Pale White,32501
Male,1500000,Jeep,Cherokee,Auto,Pale White,36001
Male,1315000,Audi,A4,Auto,Black,27500
Male,1337500,Buick,Regal,Auto,Black,19751
Female,1050000,Lexus,LS400,Auto,Pale White,46000
Male,1415000,Toyota,Sienna,Manual,Black,27500
Male,405000,Jeep,Wrangler,Auto,Red,19000
Male,545000,Porsche,Boxter,Manual,Red,24000
Female,460000,Mercedes-B,SLK,Auto,Pale White,46000
Male,13500,Mercury,Sable,Auto,Red,39000
Male,482000,Acura,TL,Auto,Red,24000
Male,436000,Volvo,C70,Manual,Black,36000
Male,830000,Mercedes-B,S-Class,Auto,Pale White,10000
Female,430000,Chrysler,Concorde,Auto,Red,19000
Male,665000,Oldsmobile,Intrigue,Auto,Pale White,45000
Male,610000,Dodge,Dakota,Auto,Pale White,21000
Male,865000,Mitsubishi,Montero Sport,Manual,Pale White,12000
Male,560000,Subaru,Outback,Manual,Red,49000
Male,13500,Plymouth,Breeze,Manual,Pale White,16000
Male,720000,Volvo,S80,Manual,Red,25000
Male,1290000,Oldsmobile,Intrigue,Auto,Pale White,45000
Male,1810000,Volkswagen,GTI,Manual,Black,25000
Male,724000,Chevrolet,Monte Carlo,Manual,Red,17000
Male,2230000,Mercedes-B,S-Class,Manual,Red,21000
Male,3851000,Cadillac,Catera,Auto,Red,28100
Male,436000,Saturn,SC,Manual,Red,61000
Male,1930000,Mercury,Grand Marquis,Manual,Black,49000
Male,13500,BMW,528i,Manual,Pale White,14000
Male,1260000,Volvo,S80,Manual,Pale White,21000
Male,13500,Infiniti,I30,Auto,Black,49000
Male,13500,Dodge,Viper,Manual,Black,26000
Male,800000,Audi,A4,Manual,Pale White,12000
Female,13500,Toyota,Corolla,Auto,Red,41000
Female,13500,Honda,CR-V,Auto,Red,12000
Female,13500,Toyota,Corolla,Manual,Pale White,22000
Male,685000,Chevrolet,Prizm,Manual,Pale White,22000
Female,506000,Chevrolet,Prizm,Manual,Red,24000
Female,640000,Plymouth,Prowler,Manual,Red,71000
Female,1081000,Saturn,LW,Manual,Pale White,13100
Female,525000,Volkswagen,GTI,Manual,Black,25000
Female,1297500,Plymouth,Neon,Manual,Pale White,22750
Male,13500,Jeep,Wrangler,Auto,Red,19000
Male,13500,Plymouth,Neon,Auto,Pale White,27000
Male,13500,Lexus,LS400,Auto,Pale White,18001
Female,1385000,Plymouth,Voyager,Manual,Black,75501
Female,13500,Plymouth,Prowler,Manual,Red,71001
Male,13500,Plymouth,Breeze,Auto,Red,39000
Female,475000,Mitsubishi,Diamante,Auto,Pale White,21001
Female,13500,Mercedes-B,SLK,Auto,Red,19001
Male,952000,Chevrolet,Lumina,Manual,Red,12001
Female,1335000,Toyota,Camry,Manual,Black,29500
Male,1255000,Pontiac,Grand Prix,Auto,Pale White,42500
Female,725000,Jeep,Grand Cherokee,Manual,Black,19000
Male,1020000,Toyota,Celica,Manual,Pale White,14000
Male,761000,Honda,Passport,Manual,Pale White,27000
Female,1149000,Saturn,LW,Manual,Pale White,13900
Male,650000,Ford,Focus,Manual,Black,49000
Male,536000,Dodge,Intrepid,Manual,Black,11000
Female,1300000,Oldsmobile,Silhouette,Manual,Pale White,26000
Male,13500,Saturn,LS,Manual,Pale White,14000
Male,545000,Dodge,Caravan,Auto,Black,23000
Male,2412000,Volvo,V70,Auto,Black,39200
Female,13500,Infiniti,I30,Auto,Pale White,51000
Male,13500,Mercedes-B,C-Class,Auto,Black,14000
Male,2560000,Oldsmobile,Silhouette,Auto,Red,12000
Female,1850000,Hyundai,Sonata,Manual,Black,15000
Female,1510000,Mercury,Grand Marquis,Manual,Red,71000
Female,977000,Chrysler,LHS,Auto,Red,16000
Male,13500,Chevrolet,Metro,Manual,Pale White,13000
Male,13500,Honda,Accord,Auto,Pale White,21000
Male,13500,Volkswagen,Cabrio,Auto,Pale White,17000
Male,315000,Mitsubishi,3000GT,Manual,Red,24001
Male,1297000,Volkswagen,Cabrio,Auto,Black,16701
Male,13500,Cadillac,Escalade,Manual,Black,34001
Male,13500,Subaru,Outback,Auto,Red,57001
Male,1015000,Jeep,Wrangler,Auto,Red,13501
Female,1895000,Saturn,LS,Auto,Pale White,51501
Male,13500,Mercury,Villager,Manual,Pale White,16001
Female,695000,Toyota,Tacoma,Manual,Pale White,24000
Male,1101000,Audi,A4,Manual,Pale White,12100
Male,13500,Pontiac,Grand Prix,Auto,Red,69001
Male,13500,Chevrolet,Corvette,Auto,Red,45001
Male,13500,BMW,323i,Manual,Red,21001
Male,1320000,Chevrolet,Lumina,Manual,Black,42001
Male,13500,Pontiac,Grand Am,Auto,Red,19001
Male,1150000,Dodge,Durango,Auto,Red,22001
Male,13500,Chevrolet,Cavalier,Manual,Red,20001
Male,1250000,Mercedes-B,CL500,Manual,Pale White,22001
Male,1005000,Volkswagen,Jetta,Manual,Pale White,27501
Male,1050000,Volkswagen,Passat,Auto,Black,9001
Male,940000,Volkswagen,Passat,Manual,Pale White,27001
Male,13500,Porsche,Carrera Cabrio,Manual,Black,22001
Male,651000,Lexus,GS400,Manual,Black,53001
Male,1250000,Cadillac,Eldorado,Auto,Black,60000
Male,855000,Toyota,RAV4,Auto,Pale White,27000
Male,930000,Mercury,Villager,Auto,Pale White,36000
Male,900000,Jaguar,S-Type,Manual,Pale White,20000
Female,1030000,Mercedes-B,SLK,Manual,Pale White,17000
Female,1004000,Mitsubishi,3000GT,Auto,Black,39400
Female,540000,BMW,528i,Auto,Black,31000
Male,13500,Mitsubishi,Montero Sport,Auto,Red,39001
Male,1200000,Chrysler,300M,Auto,Pale White,22000
Male,721000,Volkswagen,Passat,Manual,Pale White,27000
Male,751000,Volkswagen,Passat,Auto,Red,13000
Male,2010000,Nissan,Pathfinder,Manual,Pale White,16001
Male,1682000,Mercury,Grand Marquis,Auto,Black,19201
Female,1056000,Ford,Crown Victoria,Auto,Red,29601
Male,1750000,Oldsmobile,Cutlass,Auto,Pale White,46001
Female,625000,Mercury,Mountaineer,Auto,Pale White,21000
Male,1260000,Buick,LeSabre,Manual,Black,20001
Male,600500,BMW,323i,Auto,Black,9500
Male,640000,Plymouth,Voyager,Manual,Red,20000
Male,750000,Volvo,V70,Auto,Black,39000
Male,760000,Chrysler,Sebring Coupe,Auto,Red,19000
Male,1631000,Volvo,S70,Auto,Pale White,20100
Male,1300000,Chrysler,LHS,Auto,Pale White,21000
Female,1225000,Acura,RL,Auto,Black,24500
Female,939000,Audi,A8,Manual,Black,44000
Male,926000,Cadillac,Eldorado,Manual,Red,31000
